Protein name,UniProt ID,Protein abbreviation,Super pathway,Sub pathway,Metabolite,HMDB,KEGG,Beta m1,SE m1,Nominal p-value m1,Beta m2,SE m2,Nominal p-value m2
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,0.0149,0.0461,0.746247124993895,0.0051,0.0456,0.910684174677591
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.0825,0.045,0.0668271208740032,0.0154,0.0445,0.729965405485998
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.3744,0.0418,0,0.3324,0.0446,9.281464486e-14
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.0915,0.0459,0.0461372593052167,-0.0381,0.0485,0.431402271651401
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,0.0581,0.0458,0.20421555863852,0.0272,0.0443,0.538606233321145
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.2948,0.0435,1.201438948328e-11,0.2638,0.0478,3.3509965025047e-08
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,-0.0415,0.0461,0.367656984257028,-0.0126,0.0451,0.78041959616372
T-cell surface glycoprotein CD4,P01730,CD4,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,-0.0047,0.0453,0.916999960633797,-0.02,0.0436,0.645699878122263
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,0.0214,0.0424,0.613481833134867,0.0316,0.0429,0.460822204372795
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.0576,0.0404,0.153379379916122,0.0463,0.0417,0.267052858038532
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,0.0963,0.0405,0.0175459712098227,0.0879,0.0415,0.0342450561336176
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",0.084,0.0402,0.0365642040827081,0.0897,0.0403,0.0260227070012864
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Energy,TCA Cycle,citrate,HMDB0000094,C00158,-0.0445,0.0407,0.274280536580819,-0.0462,0.0406,0.255846581737709
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,-0.0524,0.0404,0.194953667047558,-0.0553,0.0404,0.17085256126651
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",-0.0492,0.0404,0.223364739171768,-0.0502,0.0404,0.213570089542155
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Energy,TCA Cycle,succinate,HMDB0000254,C00042,-0.0158,0.0403,0.695081121417509,-0.0174,0.0403,0.665868989026045
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.0573,0.043,0.182218122652984,0.048,0.0436,0.271105304268741
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.0042,0.0407,0.916941452632535,0.0023,0.0407,0.954573347633231
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.0063,0.041,0.878576484656147,0.0076,0.0409,0.85175490602175
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,-0.0376,0.0414,0.363931606549166,-0.034,0.0414,0.411363028866407
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.0223,0.0409,0.586487455624392,0.0087,0.0422,0.837231053762844
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,0.1635,0.0492,0.000884350747464291,0.1568,0.0518,0.00244870410918052
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.1283,0.0409,0.00168890045278447,0.1213,0.0422,0.00402681495440227
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,-0.0638,0.0437,0.144683853408164,-0.0682,0.0438,0.118948743048452
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,0.1093,0.0455,0.0162513961068649,0.1063,0.0455,0.0195530056189004
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,-0.0304,0.0428,0.47792612128982,-0.0275,0.0428,0.520179211171996
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.0421,0.0413,0.307373118610846,0.0455,0.0413,0.270253574764259
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.0495,0.0406,0.223039175902168,0.0403,0.0413,0.328401610074494
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.0126,0.041,0.757847912911455,0.0037,0.0414,0.928326772662432
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.0648,0.0412,0.116200521448159,0.0614,0.0413,0.136676378308128
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,-0.0049,0.0439,0.910345574407679,-0.0014,0.044,0.974497026113885
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.0451,0.0409,0.269305110543272,0.0364,0.0414,0.378961496645775
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,-0.0092,0.0404,0.819253223983965,-0.0239,0.0415,0.564574917435898
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,-0.0184,0.0404,0.649509303278869,-0.0133,0.0405,0.742302763219181
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,-0.0079,0.0429,0.854212512055656,-0.0081,0.0429,0.849540368753591
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,-0.0606,0.0429,0.157382055319467,-0.0561,0.043,0.191917695150594
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,0.0159,0.0415,0.700711821210441,0.0206,0.0415,0.619728621768159
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.0447,0.0407,0.272688688824225,0.0405,0.0408,0.320508621559037
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,0.1542,0.0419,0.000230277588308292,0.1483,0.0426,0.000498450849629517
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,-0.0104,0.0404,0.79628834202121,-0.0141,0.0404,0.726857328128572
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.1081,0.043,0.0119893522990873,0.1006,0.0437,0.0212933202571568
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,-0.0215,0.0406,0.595966111048746,-0.0214,0.0405,0.597368550716632
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,-0.0088,0.0407,0.828349114011996,-0.0228,0.0417,0.585460865740382
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,-0.047,0.0412,0.254151394615195,-0.0469,0.0411,0.25468778751872
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,-0.0046,0.0408,0.910439097023832,-0.003,0.0408,0.940718037607123
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.085,0.0414,0.0401759061825047,0.0783,0.0418,0.0612685123472772
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.1156,0.0411,0.00495823909541016,0.1209,0.0412,0.00334994662621235
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,-0.0344,0.0414,0.405845479072372,-0.0273,0.0417,0.513275342721766
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.0621,0.0404,0.124492259558877,0.0533,0.0411,0.19416103566401
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.0314,0.0404,0.437314602078009,0.0281,0.0405,0.487648013130781
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.0342,0.0415,0.410095511244681,0.0185,0.0434,0.6691217148114
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,0.0622,0.041,0.128767743125306,0.0605,0.0409,0.139416278355173
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.0335,0.0406,0.409804593339033,0.0351,0.0406,0.387975418334997
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,-0.0066,0.0425,0.877371053574034,8e-04,0.0428,0.98436582620244
Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,0.028,0.0415,0.50028598447511,0.0255,0.0415,0.539887774764337
Thimet oligopeptidase,P52888,THOP1,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,-0.0204,0.0431,0.63626973247422,0.0226,0.0419,0.590430153708184
Thimet oligopeptidase,P52888,THOP1,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.2989,0.0388,1.421085472e-14,0.2504,0.0392,1.675175553828e-10
Thimet oligopeptidase,P52888,THOP1,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,0.2683,0.0396,1.261990512091e-11,0.2227,0.0395,1.7442026489789e-08
Thimet oligopeptidase,P52888,THOP1,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",0.0071,0.041,0.862599960094408,0.0296,0.0395,0.453959640905164
Thimet oligopeptidase,P52888,THOP1,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.1547,0.0408,0.000148595383749006,0.1473,0.0392,0.00017233129843941
Thimet oligopeptidase,P52888,THOP1,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.0879,0.0409,0.0317229796712488,0.0754,0.0394,0.0558217904432445
Thimet oligopeptidase,P52888,THOP1,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.1201,0.0408,0.00324348261679241,0.1156,0.0392,0.00317617793930114
Thimet oligopeptidase,P52888,THOP1,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.1997,0.04,5.88884310204207e-07,0.1927,0.0384,5.25050374733382e-07
Thimet oligopeptidase,P52888,THOP1,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.1266,0.0434,0.00349214676968801,0.0806,0.0425,0.0581248906546628
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.1117,0.0411,0.00652464596032765,0.1031,0.0395,0.00902009414236282
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.0661,0.0415,0.111319656263942,0.0724,0.0399,0.0694218774768101
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.0439,0.042,0.296170256575003,0.0606,0.0404,0.133371095752529
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.0873,0.0414,0.0350488832125153,0.0253,0.0412,0.538731053635232
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,0.2386,0.0494,1.33615474018356e-06,0.1558,0.0506,0.00206688999520099
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.2718,0.0401,1.209032873817e-11,0.2207,0.0404,4.52425852337512e-08
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.0819,0.0444,0.0649702811182786,0.0635,0.0428,0.137814176814008
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,-0.0015,0.0465,0.974695681423694,-0.0165,0.0447,0.712553760140152
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.1189,0.0432,0.00588068429804656,0.1323,0.0414,0.00140315602385654
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.1415,0.0415,0.000646328068745206,0.1566,0.0398,8.20005677173441e-05
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.161,0.0407,7.55281991464685e-05,0.1178,0.04,0.0032425583425566
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.1441,0.0411,0.000459072597984944,0.1062,0.0402,0.00825424941706188
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.0856,0.0418,0.0406520870697549,0.0698,0.0403,0.0831853877415509
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,-0.0503,0.0446,0.25961953211703,-0.0344,0.0429,0.422641699298281
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.1501,0.041,0.00025297191323026,0.1095,0.0402,0.00648113963901698
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.1947,0.0401,1.19659435804387e-06,0.1425,0.04,0.000374706729643126
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,-0.0013,0.0411,0.975137736624164,0.022,0.0396,0.578074784794704
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,0.0318,0.0436,0.465315898453568,0.0307,0.0419,0.463321992851856
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,-0.1411,0.0432,0.00107920413582718,-0.1199,0.0417,0.00404665428954121
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,0.0137,0.0421,0.745120840592175,0.0344,0.0406,0.396798052710993
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.0581,0.0413,0.159962704099502,0.0387,0.0399,0.331773514054742
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,0.0751,0.043,0.0806469988995424,0.0276,0.0421,0.512242714552209
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.0336,0.041,0.412091493900916,0.0174,0.0395,0.660496511912649
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.2339,0.0427,4.31490854158056e-08,0.1924,0.042,4.65317257214437e-06
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,0.028,0.0412,0.497038335395124,0.0285,0.0396,0.472322011085921
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,0.1174,0.041,0.00422233431763819,0.063,0.0407,0.121446031789669
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,-0.117,0.0416,0.00487587439301862,-0.1166,0.0399,0.00349256095562867
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,-0.0114,0.0415,0.78318940140285,-0.0044,0.0398,0.912115563775777
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.1603,0.0417,0.000118447341859618,0.1256,0.0406,0.00198645967494904
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.0578,0.0421,0.169692686802208,0.0786,0.0405,0.052041416013908
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,-0.1329,0.0417,0.0014239035446002,-0.1004,0.0405,0.0132179192592603
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.2028,0.0401,4.33263409149731e-07,0.1609,0.0396,4.75547424763079e-05
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.0959,0.0409,0.0189534981807269,0.0808,0.0394,0.0401698659466778
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.2484,0.0407,1.01315023037785e-09,0.1871,0.0416,6.7236778409363e-06
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,0.0101,0.0417,0.807783909115144,0.0022,0.0401,0.955652307925475
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.0896,0.0411,0.0292738165040787,0.0966,0.0395,0.0143754073180948
Thimet oligopeptidase,P52888,THOP1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,-0.0872,0.043,0.0424771650821203,-0.0548,0.0417,0.188518625732607
